,fname,labels,mids,split
15976,247119,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15977,374104,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15978,247120,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15979,374106,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15980,247122,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15981,247123,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15982,374101,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15983,357717,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15984,374102,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15985,374105,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15986,374113,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15987,247138,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15988,247139,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15989,374107,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15990,374117,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15991,247141,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15992,247143,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15993,247144,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15994,247145,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15995,247146,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15996,357735,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
15997,374124,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15998,374125,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
15999,374126,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val
16000,247151,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16001,374128,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16002,247152,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16003,247153,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16004,247154,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16005,247155,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16006,247156,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16007,247158,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16008,374135,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16009,374136,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16010,247159,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16011,374138,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16012,247162,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16013,357674,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16014,357748,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16015,374142,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16016,247160,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16017,247168,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16018,247169,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16019,247170,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16020,357755,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16021,374140,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16022,357756,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16023,374150,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16024,247166,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16025,247176,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16026,247171,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16027,247174,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16028,357767,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16029,247180,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16030,374157,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16031,374158,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16032,374159,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16033,374160,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16034,247184,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16035,247185,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16036,374154,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16037,374155,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16038,374156,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16039,247181,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16040,247182,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16041,374168,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16042,247192,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16043,374161,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16044,374171,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16045,357779,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16046,374164,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16047,374174,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16048,247199,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16049,247200,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16050,374177,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16051,374169,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16052,374179,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16053,247195,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16054,374181,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16055,374182,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16056,247198,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16057,357791,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16058,247202,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16059,247203,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16060,247205,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16061,357804,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16062,247213,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16063,247206,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16064,247207,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16065,247216,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16066,374184,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16067,247209,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16068,357802,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16069,247214,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16070,247215,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16071,247217,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16072,357809,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16073,357811,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16074,247220,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16075,247222,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16076,357815,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16077,357813,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16078,357817,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16079,247225,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16080,357819,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16081,247227,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16082,247229,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16083,247228,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16084,247233,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16085,247234,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16086,247235,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16087,247236,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16088,247237,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16089,357832,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16090,247240,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16091,247243,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16092,247247,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16093,357839,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16094,357841,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16095,247250,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16096,247251,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16097,357843,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16098,247252,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16099,357846,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16100,247254,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16101,247248,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16102,357849,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16103,247258,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16104,357693,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16105,247259,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16106,247260,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16107,247255,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16108,247262,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16109,247263,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16110,247264,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16111,247265,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16112,247261,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16113,357859,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16114,247268,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16115,247271,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16116,247272,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16117,247273,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16118,357865,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16119,357863,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16120,357868,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16121,247277,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16122,247278,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16123,247276,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16124,357872,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16125,247279,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16126,357873,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16127,247281,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16128,357871,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16129,357877,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16130,247285,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16131,247287,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16132,247288,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16133,247289,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16134,357881,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16135,357882,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16136,357883,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16137,247292,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16138,357885,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16139,247294,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16140,357886,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16141,247296,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16142,357888,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16143,247298,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16144,247299,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16145,247293,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16146,247302,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16147,247304,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16148,247305,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16149,357702,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16150,247307,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16151,247310,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16152,247311,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16153,247313,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16154,247314,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16155,357704,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16156,247315,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16157,247317,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16158,247318,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16159,247319,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16160,247323,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16161,247327,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16162,247328,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16163,247329,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16164,247330,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16165,247331,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16166,247332,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16167,247333,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16168,247335,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16169,247337,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16170,247340,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16171,247341,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16172,247342,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16173,247343,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
16174,247344,"['Trumpet', 'Brass instrument', 'Musical instrument', 'Music']","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",train
